item,itemLabel,edits_2018,activity_days_2018,human_editors_2018,edits_2019,activity_days_2019,human_editors_2019,edits_2020,activity_days_2020,human_editors_2020,edits_2021,activity_days_2021,human_editors_2021,human_editors,activity_days,edits,pageviews,enwikipageviews,zhwikipageviews,eswikipageviews,hiwikipageviews,arwikipageviews,bnwikipageviews,frwikipageviews,ruwikipageviews,ptwikipageviews,urwikipageviews,pageviews_2018,enwikipageviews_2018,zhwikipageviews_2018,eswikipageviews_2018,hiwikipageviews_2018,arwikipageviews_2018,bnwikipageviews_2018,frwikipageviews_2018,ruwikipageviews_2018,ptwikipageviews_2018,urwikipageviews_2018,pageviews_2019,enwikipageviews_2019,zhwikipageviews_2019,eswikipageviews_2019,hiwikipageviews_2019,arwikipageviews_2019,bnwikipageviews_2019,frwikipageviews_2019,ruwikipageviews_2019,ptwikipageviews_2019,urwikipageviews_2019,pageviews_2020,enwikipageviews_2020,zhwikipageviews_2020,eswikipageviews_2020,hiwikipageviews_2020,arwikipageviews_2020,bnwikipageviews_2020,frwikipageviews_2020,ruwikipageviews_2020,ptwikipageviews_2020,urwikipageviews_2020,pageviews_2021,enwikipageviews_2021,zhwikipageviews_2021,eswikipageviews_2021,hiwikipageviews_2021,arwikipageviews_2021,bnwikipageviews_2021,frwikipageviews_2021,ruwikipageviews_2021,ptwikipageviews_2021,urwikipageviews_2021,enwikititle,zhwikititle,eswikititle,hiwikititle,arwikititle,bnwikititle,frwikititle,ruwikititle,ptwikititle,urwikititle,HDI,Life expectancy at birth (years) SDG3,Expected years of schooling (years) SDG 4.3,Mean years of schooling (years) SDG 4.6,Gross national income (GNI) per capita (PPP $) SDG 8.5,roi_edits,roi_edits_2018,roi_edits_2019,roi_edits_2020,roi_edits_2021,roi_human_editors,roi_human_editors_2018,roi_human_editors_2019,roi_human_editors_2020,roi_human_editors_2021,roi_activity_days,roi_activity_days_2018,roi_activity_days_2019,roi_activity_days_2020,roi_activity_days_2021
Q881,Vietnam,386,90,73,531,62,40,213,81,75,133,77,63,228.0,310,1263,22524985,12785502,2598808,2042025,219672,507564,107632,1388845,2180603,685403,8931,5940366,3353026,631869,540090,52124,133385,30098,377460,643676,176160,2478,5880063,3288081,715443,509198,52832,134204,23478,383062,599780,171452,2533,5458751,3121035,566843,553956,58578,124340,32449,319982,498649,180831,2088,5245805,3023360,684653,438781,56138,115635,21607,308341,438498,156960,1832,Vietnam,越南,Vietnam,वियतनाम,فيتنام,ভিয়েতনাম,Viêt Nam,Вьетнам,Vietnã,ویت نام,0.704,75.4,12.7,8.3,7433.0,17820.399525316454,15349.782945736431,11052.75,25508.182242990653,39147.798507462685,98362.37991266376,80275.21621621621,143416.17073170733,71825.67105263157,81965.703125,72427.60450160771,65278.74725274725,93334.33333333331,66570.13414634146,67253.91025641025
Q7265832,Qahatika,1,1,0,0,0,0,0,0,0,1,1,1,1.0,2,2,3670,3670,0,0,0,0,0,0,0,0,0,673,673,0,0,0,0,0,0,0,0,0,733,733,0,0,0,0,0,0,0,0,0,1061,1061,0,0,0,0,0,0,0,0,0,1203,1203,0,0,0,0,0,0,0,0,0,Qahatika,,,,,,,,,,,,,,,1223.3333333333333,336.5,733.0,1061.0,601.5,1835.0,673.0,733.0,1061.0,601.5,1223.3333333333333,336.5,733.0,1061.0,601.5
Q6889563,Modoc Tribe of Oklahoma,0,0,0,0,0,0,0,0,0,6,3,3,3.0,3,6,852,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,852,0,0,0,0,0,0,0,0,0,Modoc Nation,,,,,,,,,,,,,,,121.71428571428572,0.0,0.0,0.0,121.71428571428572,213.0,0.0,0.0,0.0,213.0,213.0,0.0,0.0,0.0,213.0
Q712,Fiji,468,64,46,573,60,44,107,57,44,76,55,43,158.0,236,1224,10117337,6773143,507657,877798,99851,227139,47439,657921,651452,269242,5695,2835489,1899406,128386,253152,19177,58113,12128,192734,191375,79624,1394,2559049,1687068,136863,253093,23880,52901,13269,167007,159206,64152,1610,2533815,1675756,130344,201973,28653,64674,12468,188820,160444,69151,1532,2188984,1510913,112064,169580,28141,51451,9574,109360,140427,56315,1159,Fiji,斐濟,Fiyi,फ़िजी,فيجي,ফিজি,Fidji,Фиджи,Fiji,فجی,0.743,67.4,14.4,10.9,13009.0,8259.050612244899,6045.818763326226,4458.273519163763,23461.25,28428.36363636364,63631.05031446541,60329.55319148936,56867.75555555556,56307.0,49749.63636363636,42689.18565400844,43622.907692307694,41951.62295081967,43686.46551724138,39089.0
Q17,Japan,715,118,128,753,104,76,275,127,114,293,114,98,370.0,463,2036,44117795,23238039,3720065,4865371,568931,1533644,282093,2972795,4846053,2056887,33917,11341698,5705228,949299,1402216,126637,400945,59552,808160,1274688,606770,8203,10590975,5429180,942421,1180024,154014,371192,72944,725008,1222133,483932,10127,10088439,5356416,815230,1112124,145365,366211,74480,675644,1077522,456831,8616,12096683,6747215,1013115,1171007,142915,395296,75117,763983,1271710,509354,6971,Japan,日本,Japón,जापान,اليابان,জাপান,Japon,Япония,Japão,جاپان,0.919,84.6,15.2,12.9,42932.0,21658.220422189494,15840.36033519553,14046.385941644565,36552.3152173913,41145.180272108846,118915.88948787062,87920.13953488372,137545.12987012987,87725.55652173913,122188.71717171716,95081.4547413793,95308.38655462184,100866.42857142857,78815.9296875,105188.54782608696
Q298,Chile,504,80,76,638,64,46,190,80,62,160,67,56,219.0,291,1492,18151407,7173734,715772,6057946,88196,433491,32033,1066227,1356521,1221147,6340,4918635,1905175,158038,1650551,20332,120682,8518,280323,385469,387854,1693,4767366,1820468,194012,1596143,26578,111390,7274,289177,345012,375351,1961,4132871,1677372,151512,1390164,20419,101040,7759,255531,312143,215336,1595,4332535,1770719,212210,1421088,20867,100379,8482,241196,313897,242606,1091,Chile,智利,Chile,चिली,تشيلي,চিলি,Chili,Чили,Chile,چلی,0.851,80.2,16.4,10.6,23261.0,12157.673811118551,9739.871287128712,7460.666666666667,21638.068062827224,26910.155279503106,82506.39545454546,63878.37662337662,101433.31914893616,65601.12698412698,76009.38596491228,62162.352739726026,60723.88888888889,73344.0923076923,51023.0987654321,63713.75
Q15278068,Skokomish Indian Tribe,9,3,4,0,0,0,2,2,1,6,4,3,8.0,9,17,15313,15313,0,0,0,0,0,0,0,0,0,3217,3217,0,0,0,0,0,0,0,0,0,3262,3262,0,0,0,0,0,0,0,0,0,4867,4867,0,0,0,0,0,0,0,0,0,3967,3967,0,0,0,0,0,0,0,0,0,Skokomish Indian Tribe,,,,,,,,,,,,,,,850.7222222222222,321.7,3262.0,1622.3333333333333,566.7142857142857,1701.4444444444443,643.4,3262.0,2433.5,991.75,1531.3,804.25,3262.0,1622.3333333333333,793.4
Q1936651,Hualapai,2,2,1,7,4,3,2,1,1,7,7,4,9.0,14,18,144224,130139,0,5079,0,0,0,3866,5140,0,0,43349,39179,0,1321,0,0,0,1156,1693,0,0,39373,35639,0,1296,0,0,0,1099,1339,0,0,29625,26633,0,1114,0,0,0,803,1075,0,0,31877,28688,0,1348,0,0,0,808,1033,0,0,Hualapai,,Pueblo hualapai,,,,Hualapai,Валапай,,,,,,,,7590.736842105263,14449.666666666666,4921.625,9875.0,3984.625,14422.4,21674.5,9843.25,14812.5,6375.4,9614.933333333332,14449.666666666666,7874.6,14812.5,3984.625
Q7206169,Poarch Band of Creek Indians,8,2,2,3,2,1,1,1,0,6,5,4,7.0,10,18,100175,100175,0,0,0,0,0,0,0,0,0,22209,22209,0,0,0,0,0,0,0,0,0,32649,32649,0,0,0,0,0,0,0,0,0,23781,23781,0,0,0,0,0,0,0,0,0,21536,21536,0,0,0,0,0,0,0,0,0,Poarch Band of Creek Indians,,,,,,,,,,,,,,,5272.368421052632,2467.6666666666665,8162.25,11890.5,3076.5714285714284,12521.875,7403.0,16324.5,23781.0,4307.2,9106.818181818182,7403.0,10883.0,11890.5,3589.333333333333
Q79,Egypt,591,125,126,630,76,59,225,95,77,129,82,67,301.0,378,1575,27535992,11705534,1060503,3756103,295969,4841225,158553,1708251,2540467,1426272,43115,7317716,3044896,263442,1180069,69532,1103434,35375,447926,668364,494886,9792,6619588,2810302,259424,938697,70359,1090593,36458,443651,613228,346385,10491,6568608,2815700,223933,867356,72530,1265776,43906,406384,563085,297950,11988,7030080,3034636,313704,769981,83548,1381422,42814,410290,695790,287051,10844,Egypt,埃及,Egipto,मिस्र,مصر,মিশর,Égypte,Египет,Egito,مصر,0.707,72.0,13.3,7.4,11466.0,17472.07614213198,12361.006756756757,10490.630744849444,29064.63716814159,54077.53846153846,91178.78145695364,57619.811023622045,110326.46666666666,84212.92307692308,103383.5294117647,72654.33245382586,58077.11111111111,85968.67532467532,68423.0,84699.75903614458
Q56518,Yaquina people,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7139,4598,0,0,0,0,0,235,2306,0,0,2340,1027,0,0,0,0,0,49,1264,0,0,1843,1199,0,0,0,0,0,62,582,0,0,1474,1125,0,0,0,0,0,74,275,0,0,1482,1247,0,0,0,0,0,50,185,0,0,Yaquina people,,,,,,Yaquinas,Якина,,,,,,,,7139.0,2340.0,1843.0,1474.0,1482.0,7139.0,2340.0,1843.0,1474.0,1482.0,7139.0,2340.0,1843.0,1474.0,1482.0
Q227,Azerbaijan,391,89,74,447,70,51,192,78,66,129,82,61,230.0,319,1159,21689977,11474513,772176,1638382,82109,1820804,112255,1209223,4004805,552071,23639,4525107,2377774,118550,361326,6919,432737,15888,237568,842367,128238,3740,4763567,2605658,143299,386973,10670,407630,15729,262143,782285,144416,4764,7135703,3560139,300989,446114,49106,684835,61852,394728,1505997,121390,10553,5265600,2930942,209338,443969,15414,295602,18786,314784,874156,158027,4582,Azerbaijan,阿塞拜疆,Azerbaiyán,अज़रबाइजान,أذربيجان,আজারবাইজান,Azerbaïdjan,Азербайджан,Azerbaijão,آذربائیجان,0.756,73.0,12.9,10.6,13784.0,18698.25603448276,11543.640306122448,10632.96205357143,36972.55440414508,40504.61538461538,93896.00432900432,60334.76,91607.05769230767,106503.02985074629,84929.03225806452,67781.178125,50278.96666666667,67092.49295774648,90325.35443037975,63440.96385542169
Q105107051,Makah Indian Tribe of the Makah Indian Reservation,0,0,0,0,0,0,0,0,0,27,2,2,2.0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q945,Togo,435,69,52,468,57,36,162,57,41,63,49,38,150.0,232,1128,4853524,2625675,173637,441585,7691,161750,9648,912070,351017,167410,3041,1147305,605935,23805,101350,1389,39868,3387,236288,88604,45974,705,1154672,622467,26521,101758,1812,40557,2110,237513,79004,42080,850,1295479,713236,39692,134761,2330,43701,2424,220201,94697,43627,810,1256068,684037,83619,103716,2160,37624,1727,218068,88712,35729,676,Togo,多哥,Togo,टोगो,توغو,টোগো,Togo,Того,Togo,ٹوگو,0.515,61.0,12.7,4.9,1602.0,4298.95837023915,2631.433486238532,2461.987206823028,7947.723926380368,19626.0625,32142.543046357616,21647.2641509434,31207.35135135135,30844.73809523809,32206.871794871797,20830.575107296136,16390.071428571428,19908.13793103448,22335.844827586207,25121.36
Q214,Slovakia,373,73,62,417,62,41,200,80,62,122,69,52,194.0,284,1112,11177749,6318692,706842,1152382,26762,278199,19390,786049,1487917,396383,5133,2782977,1572268,132690,290313,4360,71189,6549,192329,406498,105551,1230,2754224,1572460,138415,275557,8401,68308,4759,203480,386610,94265,1969,2608852,1524501,143640,264140,6943,64613,4221,186313,317592,95766,1123,3031696,1649463,292097,322372,7058,74089,3861,203927,377217,100801,811,Slovakia,斯洛伐克,Eslovaquia,स्लोवाकिया,سلوفاكيا,স্লোভাকিয়া,Slovaquie,Словакия,Eslováquia,سلوواکیہ,0.86,77.5,14.5,12.7,32113.0,10042.901168014376,7441.114973262032,6589.052631578948,12979.363184079602,24647.934959349597,57321.78974358975,44174.23809523809,65576.76190476191,41410.34920634921,57201.81132075472,39220.17192982456,37607.7972972973,43717.84126984127,32208.04938271605,43309.94285714286
Q5309502,Dry Creek Rancheria Band of Pomo Indians,2,2,1,0,0,0,0,0,0,2,2,2,3.0,4,4,4776,4776,0,0,0,0,0,0,0,0,0,1284,1284,0,0,0,0,0,0,0,0,0,1241,1241,0,0,0,0,0,0,0,0,0,1257,1257,0,0,0,0,0,0,0,0,0,994,994,0,0,0,0,0,0,0,0,0,Dry Creek Rancheria Band of Pomo Indians,,,,,,,,,,,,,,,955.2,428.0,1241.0,1257.0,331.3333333333333,1194.0,642.0,1241.0,1257.0,331.3333333333333,955.2,428.0,1241.0,1257.0,331.3333333333333
Q7289903,Ramona Band of Cahuilla,3,3,2,0,0,0,0,0,0,5,4,2,4.0,7,8,5484,5484,0,0,0,0,0,0,0,0,0,1430,1430,0,0,0,0,0,0,0,0,0,1757,1757,0,0,0,0,0,0,0,0,0,1216,1216,0,0,0,0,0,0,0,0,0,1081,1081,0,0,0,0,0,0,0,0,0,Ramona Band of Cahuilla,,,,,,,,,,,,,,,609.3333333333334,357.5,1757.0,1216.0,180.16666666666663,1096.8,476.6666666666667,1757.0,1216.0,360.3333333333333,685.5,357.5,1757.0,1216.0,216.2
Q56962,Atakapa people,6,5,2,1,1,1,0,0,0,4,2,2,5.0,8,11,133608,121225,0,3895,0,277,0,3997,4214,0,0,31324,28315,0,830,0,97,0,885,1197,0,0,31435,28152,0,1157,0,71,0,1008,1047,0,0,37639,34440,0,1219,0,59,0,1069,852,0,0,33210,30318,0,689,0,50,0,1035,1118,0,0,Atakapa,,Atakapa (etnia),,أتاكابا,,Atakapas,Атакапа (народ),,,,,,,,11134.0,4474.857142857143,15717.5,37639.0,6642.0,22268.0,10441.333333333334,15717.5,37639.0,11070.0,14845.333333333334,5220.666666666667,15717.5,37639.0,11070.0
Q1032,Niger,433,69,61,450,60,42,156,63,46,82,50,43,175.0,242,1121,7191130,3964173,221465,549992,23864,394872,17032,1064663,698162,252805,4102,1577766,865939,41478,131597,3795,88546,3713,233347,151079,57434,838,1673434,925531,49393,123655,4808,92323,4251,259649,150392,62311,1121,1874535,1034680,52121,148753,7325,96083,5239,285923,176338,66933,1140,2065395,1138023,78473,145987,7936,117920,3829,285744,220353,66127,1003,Niger,尼日尔,Níger,नाइजर,النيجر,নাইজার,Niger,Нигер,Níger,نائجر,0.394,62.4,6.5,2.1,1201.0,6409.206773618538,3635.405529953917,3710.4966740576497,11939.713375796178,24884.277108433736,40858.69318181818,25447.83870967742,38917.06976744186,39883.72340425532,46940.795454545456,29593.12757201646,22539.51428571429,27433.34426229508,29289.609375,40497.94117647059
Q258,South Africa,503,103,85,334,80,65,273,94,75,160,86,69,264.0,363,1270,29614829,17921255,1085996,2412386,307598,1088633,114748,2678311,2415335,1589378,1189,7428242,4453721,247854,658548,74502,269444,23305,632875,592678,474957,358,7207250,4303594,255948,600979,80709,273460,30808,686954,575792,398630,376,7051853,4264423,248290,587129,69850,255991,27892,624574,605048,368377,279,7927484,4899517,333904,565730,82537,289738,32743,733908,641817,347414,176,South Africa,南非,Sudáfrica,दक्षिण अफ़्रीका,جنوب أفريقيا,দক্ষিণ আফ্রিকা,Afrique du Sud,Южно-Африканская Республика,África do Sul,جنوبی افریقہ,0.709,64.1,13.8,10.2,12129.0,23300.416207710463,14738.575396825398,21514.17910447761,25736.689781021894,49239.03105590062,111754.0716981132,86374.90697674418,109200.75757575755,92787.5394736842,113249.77142857145,81359.42032967033,71425.40384615384,88978.3950617284,74230.03157894737,91120.50574712644
Q804,Panama,417,71,51,594,56,38,180,72,56,67,42,35,167.0,241,1258,11842928,5147333,374237,3387548,33992,379138,23087,763232,874979,855213,4169,4097240,1814833,116274,979873,8090,157128,8279,290618,322701,398256,1188,2729126,1160392,83508,852174,9445,70881,4554,171988,168308,206590,1286,2542116,1093171,75525,819577,7563,81843,5152,163058,168732,126522,973,2474446,1078937,98930,735924,8894,69286,5102,137568,215238,123845,722,Panama,巴拿马,Panamá,पनामा,بنما,পানামা,Panama,Панама,Panamá,پاناما,0.815,78.5,12.9,10.2,29558.0,9406.614773629864,9802.009569377991,4586.766386554622,14044.839779005524,36388.91176470588,70493.61904761905,78793.07692307692,69977.58974358975,44598.52631578947,68734.61111111111,48937.71900826446,56906.11111111111,47879.40350877193,34823.50684931507,57545.25581395349
Q85119937,Acoma Pueblo tribe,0,0,0,0,0,0,6,2,1,7,3,2,3.0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q7093670,Oneida Nation of Wisconsin,4,2,2,1,1,1,0,0,0,4,2,1,4.0,5,9,77909,77909,0,0,0,0,0,0,0,0,0,18496,18496,0,0,0,0,0,0,0,0,0,19720,19720,0,0,0,0,0,0,0,0,0,20987,20987,0,0,0,0,0,0,0,0,0,18706,18706,0,0,0,0,0,0,0,0,0,Oneida Nation of Wisconsin,,,,,,,,,,,,,,,7790.9,3699.2,9860.0,20987.0,3741.2,15581.8,6165.333333333333,9860.0,20987.0,9353.0,12984.833333333334,6165.333333333333,9860.0,20987.0,6235.333333333333
Q20,Norway,652,111,96,754,93,73,215,89,78,163,85,65,273.0,378,1784,24953447,12642307,881867,3446947,152735,963878,65999,1802706,3704671,1279237,13100,6854730,3502076,210076,974942,29268,247108,13402,485978,998427,390529,2924,6121153,3034155,221638,866521,44176,219419,17084,417626,973328,322325,4881,6029105,2982019,196029,901845,43012,249869,18641,450368,880079,304192,3051,5948459,3124057,254124,703639,36279,247482,16872,448734,852837,262191,2244,Norway,挪威,Noruega,नॉर्वे,النرويج,নরওয়ে,Norvège,Норвегия,Noruega,ناروے,0.957,82.4,18.1,12.9,66494.0,13979.52212885154,10497.28943338438,8107.487417218543,27912.52314814815,36271.09146341463,91070.97445255474,70667.31958762887,82718.28378378379,76317.78481012658,90128.16666666669,65840.2295514512,61202.94642857143,65118.64893617021,66990.05555555556,69168.12790697675
Q29,Spain,873,105,83,704,93,68,224,97,92,231,110,94,295.0,405,2032,41362382,14653245,1389597,15024150,154066,1528188,107421,3066024,3299407,2116324,23960,10974397,3863132,362556,3893213,34602,414793,24525,829597,899395,646538,6046,9998982,3535677,351551,3665170,36923,352980,22355,715160,825929,487255,5982,10291117,3622586,317191,3824360,47120,386367,35254,765062,772489,514465,6223,10097886,3631850,358299,3641407,35421,374048,25287,756205,801594,468066,5709,Spain,西班牙,España,स्पेन,إسبانيا,স্পেন,Espagne,Испания,Espanha,ہسپانیہ,0.904,83.6,17.6,10.3,40975.0,20345.49040826365,12556.518306636155,14182.95319148936,45738.29777777778,43525.37068965517,139737.77702702704,130647.58333333331,144912.78260869565,110657.17204301077,106293.53684210528,101877.7881773399,103532.04716981133,106372.1489361702,105011.39795918368,90971.94594594596
Q1037,Rwanda,435,77,58,588,53,38,171,71,50,78,48,39,172.0,249,1272,9717722,5652072,365967,781379,23985,588345,14151,1271094,640877,376094,3758,2330607,1393897,74611,181831,10909,148624,2459,271863,151863,93614,936,2485720,1430708,85624,222610,4648,161274,4313,326477,147981,101050,1035,2326948,1372946,88211,193609,4424,124273,3876,293938,154013,90697,961,2574447,1454521,117521,183329,4004,154174,3503,378816,187020,90733,826,Rwanda,卢旺达,Ruanda,रुआण्डा,رواندا,রুয়ান্ডা,Rwanda,Руанда,Ruanda,روانڈا,0.543,69.0,11.2,4.4,2155.0,7633.717203456402,5345.428899082569,4220.237691001697,13528.767441860466,32587.93670886076,56171.80346820809,39501.81355932204,63736.41025641026,45626.43137254902,64361.175,38870.888,29879.57692307692,46031.851851851854,32318.722222222223,52539.73469387755
Q16148273,Cayuga Nation of New York,0,0,0,0,0,0,1,1,1,8,2,2,3.0,3,9,45043,45043,0,0,0,0,0,0,0,0,0,9931,9931,0,0,0,0,0,0,0,0,0,9748,9748,0,0,0,0,0,0,0,0,0,13411,13411,0,0,0,0,0,0,0,0,0,11953,11953,0,0,0,0,0,0,0,0,0,Cayuga Nation of New York,,,,,,,,,,,,,,,4504.3,9931.0,9748.0,6705.5,1328.111111111111,11260.75,9931.0,9748.0,6705.5,3984.3333333333335,11260.75,9931.0,9748.0,6705.5,3984.3333333333335
Q398,Bahrain,415,69,58,540,62,44,188,68,56,129,70,61,195.0,269,1272,12571556,7322976,451827,926093,100477,1537789,80515,682781,1143815,312032,13251,3067702,1764482,112868,208552,18747,372786,20395,160266,329534,77352,2720,3131878,1855771,98314,220129,37945,352783,16070,165673,307682,74169,3342,3301646,1935083,125729,247034,22762,419234,21869,183058,261410,81776,3691,3070330,1767640,114916,250378,21023,392986,22181,173784,245189,78735,3498,Bahrain,巴林,Baréin,बहरीन,البحرين,বাহরাইন,Bahreïn,Бахрейн,Bahrein,بحرین,0.852,77.3,16.3,9.5,42522.0,9875.534956794972,7374.283653846154,5789.053604436229,17469.026455026455,23617.92307692308,64140.5918367347,51994.94915254237,69597.28888888888,57923.61403508772,49521.45161290323,46561.31851851852,43824.31428571429,49712.34920634921,47849.942028985504,43244.08450704225
Q1011,Cape Verde,401,60,49,488,58,37,132,67,60,88,53,43,173.0,238,1109,12099995,6014167,189444,1354661,10686,288775,37,1616817,1324828,1297839,2741,3018165,1540599,37267,369444,2801,68121,0,453511,177509,368308,605,3017348,1527577,41583,299722,2658,83468,0,483455,217582,360319,984,2743887,1469414,42397,373741,2923,64024,9,373690,134316,282787,586,3320595,1476577,68197,311754,2304,73162,28,306161,795421,286425,566,Cape Verde,佛得角,Cabo Verde,केप वर्दे,الرأس الأخضر,কেপ ভার্দে,Cap-Vert,Кабо-Верде,Cabo Verde,کیپ ورڈی,0.665,73.0,12.7,6.3,7019.0,10900.896396396396,7507.873134328358,6170.445807770961,20630.72932330827,37310.05617977528,69540.20114942528,60363.3,79403.8947368421,44981.75409836065,75468.06818181818,50627.59414225941,49478.11475409836,51141.49152542373,40351.27941176471,61492.5
Q695,Palau,178,68,53,246,49,34,117,64,49,72,43,33,154.0,224,613,7179626,3765555,1814217,537584,16082,86346,15535,308505,456933,176305,2564,1737583,919783,437310,128818,2057,19124,3619,69757,112619,43881,615,1499866,838971,290222,122433,4210,19836,3025,77744,103450,39183,792,1789830,966127,401516,149676,6803,22463,4623,81070,108405,48472,675,2152347,1040674,685169,136657,3012,24923,4268,79934,132459,44769,482,Palau,帛琉,Palaos,पलाउ,بالاو,পালাউ,Palaos,Палау,Palau,پلاؤ,0.826,73.9,15.8,12.5,19317.0,11693.201954397397,9707.167597765363,6072.331983805668,15168.050847457627,29484.20547945205,46320.16774193548,32177.462962962964,42853.31428571429,35796.6,63304.32352941176,31909.448888888888,25182.36231884058,29997.32,27535.846153846152,48916.97727272727
Q24256362,Round Valley Indian Tribes,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1036,Uganda,433,79,63,628,60,45,193,69,49,107,55,39,178.0,263,1361,9597553,5909443,393217,757536,65785,558310,68653,660405,834038,344950,5216,2643800,1578540,107257,230792,18410,143406,19469,147594,291859,105143,1330,2348923,1480720,76443,187116,14762,151556,16696,158597,179743,81782,1508,2124612,1331353,77670,176372,15146,118103,17544,138335,165017,83861,1211,2480218,1518830,131847,163256,17467,145245,14944,215879,197419,74164,1167,Uganda,乌干达,Uganda,युगाण्डा,أوغندا,উগান্ডা,Ouganda,Уганда,Uganda,یوگنڈا,0.544,63.4,11.4,6.2,2123.0,7046.661527165932,6091.705069124424,3734.3767885532593,10951.60824742268,22964.98148148148,53617.61452513967,41309.375,51063.54347826087,42492.24,62005.45,36354.36742424242,33047.5,38506.93442622951,30351.6,44289.607142857145
